Gender,Age,Marital Status,Employee Type,Shift Type,Location,Commute Distance,Vehicle type,Health Status,Department,Overtime,Weekly Working Hours,Promotion Status,English Language Level,Bonus Type,Current Skill,Employee Satisfaction,Training Type,Productivity Before,Productivity After,Training Hours,Employee performance,Years of Experience,Job Level,Education Level,Gross Income,Bonus,Insurance Status,Insurance Type,Work Position,Team Size
Male,22,Married,Contract,Night,Location_Group_2,9,Private,Poor,Department_Group_4,No,36,No,Basic,Percentage,Programming,Medium,,75,75,0,4,2,Job Level_Group_4,Bachelor,Medium,1415,No,,Work Position_Group_2,Team Size_Group_4
Female,21,Single,Part-Time,Flexible,Location_Group_1,32,Private,Good,Department_Group_9,Yes,33,No,Intermediate,Fixed,UX-Design,High,In-Person,54,70,28,2,2,Job Level_Group_4,Bachelor,Low,727,No,,Work Position_Group_2,Team Size_Group_4
Male,25,Single,Contract,Night,Location_Group_3,13,Public,Poor,Department_Group_4,Yes,44,Yes,Intermediate,Fixed,Management,High,Online,51,67,72,2,3,Job Level_Group_3,Bachelor,Low,4387,No,,Work Position_Group_2,Team Size_Group_4
Female,30,Single,Full-Time,Day,Location_Group_3,20,Public,Average,Department_Group_9,No,36,Yes,Advanced,Fixed,Finance,Low,Workshop,37,48,15,5,9,Job Level_Group_1,Master,Medium,4130,No,,Work Position_Group_2,Team Size_Group_4
Male,19,Single,Part-Time,Flexible,Location_Group_2,29,Public,Poor,Department_Group_5,Yes,27,No,Intermediate,Percentage,Quality-Supervisor,High,Workshop,48,58,105,2,1,Job Level_Group_4,Diploma,Low,1103,Yes,Health,Work Position_Group_2,Team Size_Group_4
Male,33,Single,Full-Time,Flexible,Location_Group_6,15,Public,Good,Department_Group_4,Yes,53,Yes,Basic,Percentage,Production,Medium,Online,42,55,75,9,7,Job Level_Group_1,PhD,High,4322,No,,Work Position_Group_2,Team Size_Group_4
Female,35,Married,Full-Time,Day,Location_Group_6,19,Private,Poor,Department_Group_3,No,37,Yes,Advanced,Percentage,Project-Management,Low,In-Person,61,76,46,3,9,Job Level_Group_1,PhD,Very High,3451,No,,Work Position_Group_1,Team Size_Group_5
Female,41,Married,Remote,Day,Location_Group_3,29,Public,Good,Department_Group_1,No,46,No,Advanced,Percentage,Management,Medium,,55,55,0,5,9,Job Level_Group_1,PhD,Very High,1152,No,,Work Position_Group_1,Team Size_Group_7
Male,22,Married,Remote,Day,Location_Group_1,44,Private,Good,Department_Group_1,Yes,26,Yes,Basic,Fixed,UI-Design,Low,In-Person,40,57,24,1,2,Job Level_Group_4,Bachelor,Low,3604,No,,Work Position_Group_2,Team Size_Group_4
Female,18,Single,Contract,Flexible,Location_Group_1,5,Public,Average,Department_Group_4,Yes,33,Yes,Basic,Percentage,Management,Medium,Workshop,31,41,83,1,1,Job Level_Group_4,Diploma,Low,3532,Yes,Both,Work Position_Group_2,Team Size_Group_4
Female,40,Married,Full-Time,Day,Location_Group_2,28,Private,Poor,Department_Group_8,Yes,47,Yes,Basic,Fixed,Artificial-Intelligence,Low,Workshop,77,88,31,9,6,Job Level_Group_2,PhD,High,4026,No,,Work Position_Group_1,Team Size_Group_7
Male,38,Single,Contract,Night,Location_Group_4,17,Private,Poor,Department_Group_9,Yes,55,Yes,Basic,Percentage,Quality-Supervisor,Medium,Online,70,89,26,8,5,Job Level_Group_2,PhD,Very High,4431,No,,Work Position_Group_2,Team Size_Group_4
Male,43,Single,Part-Time,Night,Location_Group_7,30,Private,Good,Department_Group_9,No,36,No,Advanced,Fixed,Project-Management,Medium,,57,57,0,3,9,Job Level_Group_1,PhD,High,731,Yes,Health,Work Position_Group_1,Team Size_Group_10
Male,44,Single,Remote,Day,Location_Group_5,3,Public,Good,Department_Group_3,No,36,Yes,Intermediate,Percentage,Production,Low,Online,73,91,108,3,7,Job Level_Group_1,PhD,High,4127,Yes,Health,Work Position_Group_1,Team Size_Group_5
Female,24,Single,Full-Time,Day,Location_Group_1,46,Public,Good,Department_Group_9,No,35,No,Basic,Percentage,Business Strategy,Low,Workshop,44,57,44,4,2,Job Level_Group_4,Bachelor,Low,1093,Yes,Both,Work Position_Group_2,Team Size_Group_4
Female,35,Single,Full-Time,Night,Location_Group_7,10,Private,Poor,Department_Group_7,No,50,Yes,Basic,Percentage,Finance,High,Online,59,69,28,7,8,Job Level_Group_1,PhD,High,3584,No,,Work Position_Group_1,Team Size_Group_10
Male,32,Single,Remote,Day,Location_Group_4,34,Private,Average,Department_Group_6,No,42,No,Advanced,Fixed,Artificial-Intelligence,Low,Online,56,75,117,3,9,Job Level_Group_1,PhD,Very High,656,Yes,Both,Work Position_Group_2,Team Size_Group_4
Female,30,Married,Part-Time,Flexible,Location_Group_4,14,Public,Poor,Department_Group_3,Yes,47,No,Basic,Fixed,UI-Design,High,Online,31,41,58,9,5,Job Level_Group_2,Master,Medium,886,No,,Work Position_Group_2,Team Size_Group_4
Female,44,Single,Full-Time,Flexible,Location_Group_7,31,Private,Good,Department_Group_6,No,25,Yes,Basic,Percentage,Data-Science,Low,,75,75,0,2,9,Job Level_Group_1,PhD,Very High,1149,Yes,Life,Work Position_Group_1,Team Size_Group_11
Male,30,Single,Contract,Flexible,Location_Group_7,45,Public,Average,Department_Group_9,Yes,43,Yes,Intermediate,Percentage,Management,High,Workshop,37,50,84,4,9,Job Level_Group_1,Master,Medium,3831,Yes,Life,Work Position_Group_2,Team Size_Group_4
Male,26,Married,Part-Time,Day,Location_Group_1,2,Private,Poor,Department_Group_2,Yes,27,No,Basic,Percentage,Quality-Supervisor,Low,In-Person,71,84,96,1,4,Job Level_Group_3,Master,Medium,693,Yes,Life,Work Position_Group_2,Team Size_Group_4
Female,43,Married,Remote,Night,Location_Group_5,11,Private,Average,Department_Group_1,No,34,Yes,Advanced,Percentage,UI-Design,Medium,Workshop,73,91,40,2,7,Job Level_Group_1,PhD,High,3723,No,,Work Position_Group_1,Team Size_Group_10
Female,28,Single,Full-Time,Day,Location_Group_1,31,Public,Average,Department_Group_1,Yes,51,No,Intermediate,Fixed,Customer-Relation,High,In-Person,53,71,58,9,4,Job Level_Group_3,Master,Medium,1478,No,,Work Position_Group_2,Team Size_Group_4
Male,28,Single,Contract,Day,Location_Group_1,18,Private,Average,Department_Group_5,No,33,Yes,Basic,Percentage,Production,Low,Workshop,63,76,18,4,4,Job Level_Group_3,Master,Medium,3152,Yes,Life,Work Position_Group_2,Team Size_Group_4
Male,42,Married,Remote,Night,Location_Group_6,34,Private,Poor,Department_Group_6,No,38,Yes,Advanced,Percentage,Customer-Relation,High,,79,79,0,2,9,Job Level_Group_1,PhD,Very High,586,Yes,Life,Work Position_Group_1,Team Size_Group_2
Male,41,Single,Remote,Flexible,Location_Group_2,21,Public,Average,Department_Group_4,Yes,32,No,Basic,Percentage,Production,High,Online,40,55,91,4,5,Job Level_Group_2,PhD,Very High,1356,Yes,Life,Work Position_Group_2,Team Size_Group_4
Male,41,Married,Remote,Night,Location_Group_1,39,Public,Average,Department_Group_1,No,30,No,Intermediate,Fixed,Business Strategy,High,In-Person,43,55,33,2,8,Job Level_Group_1,PhD,High,1385,Yes,Both,Work Position_Group_1,Team Size_Group_1
Male,26,Single,Contract,Flexible,Location_Group_4,24,Private,Average,Department_Group_5,Yes,37,Yes,Advanced,Fixed,Programming,Medium,,63,63,0,1,3,Job Level_Group_3,Master,Medium,792,No,,Work Position_Group_2,Team Size_Group_4
Male,25,Single,Part-Time,Flexible,Location_Group_4,7,Public,Average,Department_Group_5,No,50,No,Basic,Fixed,Management,Medium,Online,42,61,60,9,3,Job Level_Group_3,Bachelor,Low,991,No,,Work Position_Group_2,Team Size_Group_4
Female,26,Married,Remote,Flexible,Location_Group_5,49,Private,Good,Department_Group_1,No,48,Yes,Basic,Fixed,Sale,Medium,,71,71,0,3,3,Job Level_Group_3,Master,Medium,997,Yes,Life,Work Position_Group_2,Team Size_Group_4
Male,32,Single,Contract,Flexible,Location_Group_3,13,Private,Average,Department_Group_3,Yes,31,No,Intermediate,Fixed,UX-Design,High,Online,69,79,70,4,9,Job Level_Group_1,PhD,High,925,Yes,Life,Work Position_Group_2,Team Size_Group_4
Male,20,Single,Full-Time,Night,Location_Group_3,44,Public,Average,Department_Group_9,Yes,56,No,Advanced,Percentage,Customer-Relation,High,Online,44,63,61,7,1,Job Level_Group_4,Diploma,Low,914,No,,Work Position_Group_2,Team Size_Group_4
Female,40,Single,Part-Time,Night,Location_Group_5,23,Public,Poor,Department_Group_2,No,26,Yes,Intermediate,Fixed,Project-Management,High,In-Person,64,76,92,1,5,Job Level_Group_2,PhD,Very High,3803,Yes,Health,Work Position_Group_2,Team Size_Group_4
Male,35,Single,Part-Time,Day,Location_Group_3,28,Public,Average,Department_Group_3,No,46,No,Intermediate,Fixed,Marketing,High,Workshop,34,48,15,7,9,Job Level_Group_1,PhD,Very High,1325,Yes,Health,Work Position_Group_1,Team Size_Group_2
Male,29,Married,Contract,Flexible,Location_Group_3,24,Public,Good,Department_Group_2,Yes,33,No,Advanced,Percentage,Business Strategy,Medium,In-Person,51,69,88,2,4,Job Level_Group_3,Master,Medium,1423,No,,Work Position_Group_2,Team Size_Group_4
Male,40,Married,Full-Time,Day,Location_Group_7,4,Private,Good,Department_Group_5,No,52,No,Basic,Fixed,Artificial-Intelligence,High,,54,54,0,5,6,Job Level_Group_2,PhD,Very High,1467,Yes,Life,Work Position_Group_1,Team Size_Group_7
Female,19,Married,Contract,Flexible,Location_Group_4,2,Private,Poor,Department_Group_7,No,26,No,Advanced,Fixed,Project-Management,Low,Online,70,88,67,3,1,Job Level_Group_4,Diploma,Low,601,No,,Work Position_Group_2,Team Size_Group_4
Female,34,Single,Full-Time,Day,Location_Group_2,18,Private,Good,Department_Group_5,No,27,No,Intermediate,Fixed,Artificial-Intelligence,High,Online,55,68,17,2,5,Job Level_Group_2,PhD,High,864,No,,Work Position_Group_2,Team Size_Group_4
Female,23,Married,Contract,Night,Location_Group_2,29,Public,Average,Department_Group_8,Yes,51,No,Intermediate,Fixed,Project-Management,Low,,50,50,0,4,2,Job Level_Group_4,Bachelor,Medium,1434,Yes,Both,Work Position_Group_2,Team Size_Group_4
Male,18,Single,Full-Time,Night,Location_Group_4,7,Public,Average,Department_Group_6,No,42,Yes,Advanced,Fixed,Quality-Supervisor,Low,In-Person,47,64,15,3,1,Job Level_Group_4,Diploma,Low,4308,Yes,Both,Work Position_Group_2,Team Size_Group_4
Male,33,Married,Contract,Flexible,Location_Group_2,19,Private,Poor,Department_Group_4,Yes,25,No,Basic,Fixed,Programming,Low,In-Person,68,78,43,2,8,Job Level_Group_1,PhD,High,981,No,,Work Position_Group_2,Team Size_Group_4
Female,25,Single,Contract,Day,Location_Group_4,8,Public,Poor,Department_Group_1,Yes,38,No,Advanced,Fixed,Artificial-Intelligence,Low,Workshop,55,70,34,1,3,Job Level_Group_3,Bachelor,Low,719,Yes,Health,Work Position_Group_2,Team Size_Group_4
Male,42,Married,Full-Time,Day,Location_Group_1,36,Private,Good,Department_Group_1,Yes,46,No,Intermediate,Percentage,Marketing,High,Online,32,48,80,7,9,Job Level_Group_1,PhD,High,1218,Yes,Health,Work Position_Group_1,Team Size_Group_6
Female,21,Single,Full-Time,Day,Location_Group_2,5,Private,Average,Department_Group_7,Yes,33,No,Advanced,Fixed,UX-Design,Medium,Workshop,37,47,103,3,2,Job Level_Group_4,Bachelor,Low,903,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,41,Married,Part-Time,Day,Location_Group_1,21,Public,Good,Department_Group_5,No,22,No,Intermediate,Fixed,Marketing,High,In-Person,44,62,13,2,6,Job Level_Group_2,PhD,Medium,1307,No,,Work Position_Group_1,Team Size_Group_2
Male,32,Single,Remote,Night,Location_Group_1,19,Private,Average,Department_Group_2,Yes,56,No,Advanced,Fixed,Data-Science,Medium,,77,77,0,4,8,Job Level_Group_1,PhD,High,850,No,,Work Position_Group_2,Team Size_Group_4
Male,43,Married,Full-Time,Day,Location_Group_4,43,Public,Good,Department_Group_4,Yes,29,Yes,Intermediate,Percentage,Artificial-Intelligence,Low,Online,51,61,117,1,5,Job Level_Group_2,PhD,Very High,4168,Yes,Both,Work Position_Group_2,Team Size_Group_4
Female,30,Married,Contract,Day,Location_Group_1,32,Public,Poor,Department_Group_4,No,42,Yes,Advanced,Percentage,Finance,Medium,In-Person,56,67,76,5,5,Job Level_Group_2,Master,Medium,4046,No,,Work Position_Group_2,Team Size_Group_4
Female,35,Single,Full-Time,Day,Location_Group_7,42,Private,Good,Department_Group_6,No,35,No,Intermediate,Fixed,Sale,Medium,,53,53,0,4,6,Job Level_Group_2,PhD,High,624,Yes,Both,Work Position_Group_1,Team Size_Group_1
Female,18,Single,Remote,Night,Location_Group_2,44,Private,Average,Department_Group_5,Yes,37,No,Advanced,Percentage,UX-Design,High,,75,75,0,3,1,Job Level_Group_4,Diploma,Low,524,Yes,Health,Work Position_Group_2,Team Size_Group_4
Male,22,Single,Contract,Flexible,Location_Group_5,25,Private,Good,Department_Group_3,Yes,31,Yes,Intermediate,Fixed,Customer-Relation,Low,In-Person,52,69,55,4,2,Job Level_Group_4,Bachelor,Low,3158,No,,Work Position_Group_2,Team Size_Group_4
Male,25,Single,Full-Time,Day,Location_Group_1,20,Private,Good,Department_Group_6,No,43,Yes,Intermediate,Fixed,UI-Design,High,In-Person,42,55,32,3,4,Job Level_Group_3,Bachelor,Low,4316,Yes,Health,Work Position_Group_2,Team Size_Group_4
Male,40,Married,Contract,Day,Location_Group_4,22,Public,Good,Department_Group_2,Yes,24,No,Basic,Fixed,UX-Design,Medium,In-Person,65,77,21,5,8,Job Level_Group_1,PhD,Very High,1360,Yes,Life,Work Position_Group_1,Team Size_Group_6
Male,31,Married,Part-Time,Night,Location_Group_6,45,Private,Good,Department_Group_4,Yes,44,Yes,Intermediate,Percentage,Marketing,Low,In-Person,56,72,14,4,9,Job Level_Group_1,PhD,Very High,3828,Yes,Health,Work Position_Group_2,Team Size_Group_4
Female,39,Single,Part-Time,Flexible,Location_Group_1,21,Private,Average,Department_Group_5,No,41,No,Basic,Fixed,Business Strategy,Medium,In-Person,48,64,32,4,9,Job Level_Group_1,PhD,High,1262,No,,Work Position_Group_1,Team Size_Group_11
Female,20,Single,Remote,Day,Location_Group_7,40,Public,Poor,Department_Group_6,Yes,48,Yes,Advanced,Fixed,Sale,Low,,62,62,0,4,1,Job Level_Group_4,Diploma,Low,1033,No,,Work Position_Group_2,Team Size_Group_4
Male,21,Single,Remote,Night,Location_Group_4,6,Public,Good,Department_Group_6,No,48,Yes,Intermediate,Percentage,Management,Low,In-Person,42,55,23,8,2,Job Level_Group_4,Bachelor,Low,3861,No,,Work Position_Group_2,Team Size_Group_4
Male,41,Married,Full-Time,Flexible,Location_Group_3,27,Private,Average,Department_Group_7,Yes,59,No,Intermediate,Fixed,Data-Science,Medium,Workshop,40,56,57,8,9,Job Level_Group_1,PhD,High,581,Yes,Life,Work Position_Group_1,Team Size_Group_7
Male,34,Single,Remote,Night,Location_Group_2,4,Public,Average,Department_Group_5,Yes,23,No,Advanced,Percentage,UI-Design,Low,Online,66,77,79,4,6,Job Level_Group_2,PhD,Very High,606,No,,Work Position_Group_2,Team Size_Group_4
Male,37,Married,Full-Time,Flexible,Location_Group_7,25,Private,Poor,Department_Group_2,No,23,Yes,Advanced,Percentage,Quality-Supervisor,High,,76,76,0,5,5,Job Level_Group_2,PhD,Very High,1422,Yes,Life,Work Position_Group_2,Team Size_Group_4
Female,34,Single,Part-Time,Night,Location_Group_7,30,Private,Good,Department_Group_3,No,23,Yes,Basic,Fixed,Quality-Supervisor,High,Workshop,50,66,34,2,5,Job Level_Group_2,PhD,High,3680,No,,Work Position_Group_2,Team Size_Group_4
Male,26,Married,Remote,Night,Location_Group_4,33,Public,Poor,Department_Group_5,Yes,39,Yes,Intermediate,Percentage,Finance,High,Online,46,64,112,2,3,Job Level_Group_3,Master,Medium,3976,No,,Work Position_Group_2,Team Size_Group_4
Male,28,Single,Remote,Day,Location_Group_6,8,Public,Poor,Department_Group_2,Yes,21,Yes,Advanced,Fixed,Finance,Medium,Online,64,74,49,2,3,Job Level_Group_3,Master,Medium,4183,Yes,Both,Work Position_Group_2,Team Size_Group_4
Male,22,Married,Contract,Night,Location_Group_4,41,Public,Good,Department_Group_8,No,46,No,Basic,Percentage,Programming,Medium,In-Person,43,54,63,9,2,Job Level_Group_4,Bachelor,Low,1436,Yes,Both,Work Position_Group_2,Team Size_Group_4
Male,35,Single,Full-Time,Day,Location_Group_7,25,Private,Poor,Department_Group_2,No,45,Yes,Intermediate,Fixed,Project-Management,Medium,Online,53,64,72,1,5,Job Level_Group_2,PhD,High,3934,Yes,Life,Work Position_Group_2,Team Size_Group_4
Female,21,Single,Contract,Day,Location_Group_1,27,Public,Good,Department_Group_8,No,34,No,Intermediate,Fixed,Quality-Supervisor,High,,52,52,0,3,2,Job Level_Group_4,Bachelor,Low,683,Yes,Both,Work Position_Group_2,Team Size_Group_4
Female,23,Single,Part-Time,Night,Location_Group_2,47,Public,Good,Department_Group_1,Yes,35,No,Intermediate,Fixed,Sale,High,In-Person,45,59,36,5,2,Job Level_Group_4,Bachelor,Low,511,Yes,Life,Work Position_Group_2,Team Size_Group_4
Female,26,Married,Full-Time,Day,Location_Group_6,14,Public,Poor,Department_Group_2,No,49,No,Intermediate,Fixed,UI-Design,Medium,In-Person,54,66,13,8,3,Job Level_Group_3,Master,Medium,954,Yes,Both,Work Position_Group_2,Team Size_Group_4
Male,23,Single,Full-Time,Day,Location_Group_5,13,Public,Good,Department_Group_3,No,55,Yes,Intermediate,Percentage,Finance,High,In-Person,36,51,107,9,2,Job Level_Group_4,Bachelor,Medium,4456,Yes,Life,Work Position_Group_2,Team Size_Group_4
Female,33,Single,Remote,Day,Location_Group_5,40,Private,Good,Department_Group_9,No,38,No,Basic,Percentage,Marketing,Medium,Workshop,74,92,25,1,8,Job Level_Group_1,PhD,High,1093,No,,Work Position_Group_2,Team Size_Group_4
Female,38,Married,Remote,Night,Location_Group_1,2,Public,Poor,Department_Group_6,Yes,53,Yes,Advanced,Percentage,Programming,Low,Online,34,49,81,9,6,Job Level_Group_2,PhD,High,3380,No,,Work Position_Group_1,Team Size_Group_5
Female,27,Single,Full-Time,Day,Location_Group_7,9,Public,Good,Department_Group_2,Yes,58,Yes,Advanced,Fixed,Finance,Low,Online,69,85,101,7,3,Job Level_Group_3,Master,Medium,3944,No,,Work Position_Group_2,Team Size_Group_4
Female,26,Married,Contract,Flexible,Location_Group_4,46,Public,Poor,Department_Group_6,Yes,35,Yes,Basic,Fixed,Customer-Relation,Low,Online,77,92,78,2,4,Job Level_Group_3,Master,Medium,3268,No,,Work Position_Group_2,Team Size_Group_4
Male,20,Married,Contract,Flexible,Location_Group_7,14,Private,Poor,Department_Group_3,Yes,38,No,Basic,Fixed,Production,Low,Workshop,32,45,17,5,1,Job Level_Group_4,Diploma,Low,1451,No,,Work Position_Group_2,Team Size_Group_4
Male,21,Single,Full-Time,Day,Location_Group_5,44,Public,Good,Department_Group_9,No,53,No,Intermediate,Percentage,Production,High,Workshop,74,92,50,7,2,Job Level_Group_4,Bachelor,Low,557,Yes,Both,Work Position_Group_2,Team Size_Group_4
Male,39,Married,Full-Time,Flexible,Location_Group_4,20,Public,Average,Department_Group_4,Yes,20,No,Advanced,Percentage,UI-Design,Low,Workshop,35,50,24,1,9,Job Level_Group_1,PhD,Very High,1441,Yes,Health,Work Position_Group_1,Team Size_Group_5
Female,44,Single,Contract,Day,Location_Group_1,36,Private,Good,Department_Group_6,Yes,27,Yes,Basic,Fixed,Data-Science,High,,59,59,0,3,8,Job Level_Group_1,PhD,Very High,588,Yes,Health,Work Position_Group_1,Team Size_Group_5
Male,19,Married,Part-Time,Flexible,Location_Group_5,22,Private,Good,Department_Group_7,No,26,Yes,Basic,Percentage,Marketing,Medium,Workshop,45,61,41,2,1,Job Level_Group_4,Diploma,Low,4391,No,,Work Position_Group_2,Team Size_Group_4
Female,25,Married,Contract,Day,Location_Group_6,26,Private,Good,Department_Group_2,No,30,Yes,Intermediate,Percentage,Production,Medium,Workshop,58,76,35,2,4,Job Level_Group_3,Bachelor,Low,3166,No,,Work Position_Group_2,Team Size_Group_4
Female,33,Single,Full-Time,Night,Location_Group_2,48,Private,Good,Department_Group_5,Yes,31,Yes,Intermediate,Percentage,Customer-Relation,High,In-Person,73,92,111,1,9,Job Level_Group_1,PhD,Very High,3631,No,,Work Position_Group_2,Team Size_Group_4
Female,44,Married,Full-Time,Flexible,Location_Group_2,12,Public,Good,Department_Group_5,Yes,58,No,Advanced,Percentage,Sale,Medium,,58,58,0,5,6,Job Level_Group_2,PhD,High,726,Yes,Both,Work Position_Group_1,Team Size_Group_7
Male,42,Single,Remote,Flexible,Location_Group_3,37,Private,Good,Department_Group_6,No,27,No,Intermediate,Fixed,UI-Design,Low,,55,55,0,3,6,Job Level_Group_2,PhD,Medium,1381,No,,Work Position_Group_1,Team Size_Group_8
Female,42,Single,Full-Time,Day,Location_Group_1,31,Public,Poor,Department_Group_1,Yes,32,Yes,Intermediate,Fixed,Management,Medium,In-Person,36,51,95,1,6,Job Level_Group_2,PhD,High,3770,Yes,Life,Work Position_Group_1,Team Size_Group_11
Female,18,Single,Part-Time,Night,Location_Group_2,37,Public,Poor,Department_Group_1,Yes,45,No,Intermediate,Fixed,Finance,Medium,,46,46,0,3,1,Job Level_Group_4,Diploma,Low,1286,No,,Work Position_Group_2,Team Size_Group_4
Female,27,Married,Contract,Flexible,Location_Group_5,15,Public,Good,Department_Group_2,No,32,No,Intermediate,Percentage,Business Strategy,High,,45,45,0,2,4,Job Level_Group_3,Master,Medium,1476,No,,Work Position_Group_2,Team Size_Group_4
Male,26,Married,Part-Time,Day,Location_Group_2,18,Public,Good,Department_Group_8,Yes,59,No,Intermediate,Fixed,Finance,High,In-Person,71,82,105,9,4,Job Level_Group_3,Master,Medium,716,Yes,Both,Work Position_Group_2,Team Size_Group_4
Female,36,Married,Contract,Night,Location_Group_7,13,Public,Poor,Department_Group_3,No,28,Yes,Advanced,Percentage,Data-Science,High,Workshop,42,56,105,1,8,Job Level_Group_1,PhD,High,3847,No,,Work Position_Group_1,Team Size_Group_3
Male,28,Single,Full-Time,Day,Location_Group_4,32,Private,Poor,Department_Group_8,No,35,No,Advanced,Fixed,Artificial-Intelligence,High,,42,42,0,1,3,Job Level_Group_3,Master,Medium,1405,Yes,Health,Work Position_Group_2,Team Size_Group_4
Male,27,Married,Contract,Night,Location_Group_6,5,Private,Poor,Department_Group_7,No,54,No,Advanced,Fixed,UX-Design,Medium,Online,61,77,60,7,3,Job Level_Group_3,Master,Medium,523,No,,Work Position_Group_2,Team Size_Group_4
Male,29,Single,Remote,Day,Location_Group_7,11,Public,Poor,Department_Group_4,No,51,No,Intermediate,Fixed,Project-Management,Medium,Online,69,83,16,7,3,Job Level_Group_3,Master,Medium,663,No,,Work Position_Group_2,Team Size_Group_4
Male,24,Married,Part-Time,Night,Location_Group_6,6,Private,Good,Department_Group_1,No,20,No,Intermediate,Fixed,Management,High,Workshop,31,44,22,2,2,Job Level_Group_4,Bachelor,Low,695,No,,Work Position_Group_2,Team Size_Group_4
Female,40,Single,Full-Time,Flexible,Location_Group_2,43,Public,Poor,Department_Group_7,Yes,35,Yes,Advanced,Fixed,UX-Design,Medium,Online,76,91,26,3,6,Job Level_Group_2,PhD,Very High,4410,No,,Work Position_Group_1,Team Size_Group_5
Female,42,Single,Remote,Night,Location_Group_4,49,Private,Poor,Department_Group_3,Yes,35,No,Intermediate,Fixed,UX-Design,Medium,,54,54,0,3,6,Job Level_Group_2,PhD,High,554,No,,Work Position_Group_1,Team Size_Group_6
Male,44,Married,Contract,Day,Location_Group_2,9,Private,Poor,Department_Group_8,No,59,No,Basic,Fixed,Marketing,High,Online,67,81,48,9,9,Job Level_Group_1,PhD,Very High,609,No,,Work Position_Group_1,Team Size_Group_8
Male,36,Single,Part-Time,Day,Location_Group_1,21,Public,Average,Department_Group_6,Yes,43,Yes,Basic,Percentage,Programming,High,Workshop,78,94,44,4,8,Job Level_Group_1,PhD,Very High,3246,No,,Work Position_Group_1,Team Size_Group_8
Female,38,Married,Part-Time,Night,Location_Group_2,6,Public,Average,Department_Group_1,No,25,Yes,Basic,Percentage,Customer-Relation,Low,,38,38,0,2,8,Job Level_Group_1,PhD,High,660,No,,Work Position_Group_1,Team Size_Group_11
Female,36,Single,Full-Time,Night,Location_Group_3,14,Public,Good,Department_Group_7,Yes,26,Yes,Advanced,Percentage,Data-Science,Medium,In-Person,46,61,54,1,6,Job Level_Group_2,PhD,Very High,3164,No,,Work Position_Group_1,Team Size_Group_10
Female,27,Married,Remote,Night,Location_Group_1,41,Private,Average,Department_Group_5,No,57,No,Advanced,Fixed,Sale,High,Online,71,87,38,9,3,Job Level_Group_3,Master,Medium,1284,Yes,Both,Work Position_Group_2,Team Size_Group_4
Female,36,Married,Full-Time,Flexible,Location_Group_7,44,Public,Poor,Department_Group_7,Yes,41,Yes,Advanced,Fixed,Marketing,Low,Online,42,59,75,4,5,Job Level_Group_2,PhD,Very High,3146,Yes,Both,Work Position_Group_2,Team Size_Group_4
Male,24,Single,Remote,Night,Location_Group_2,26,Public,Average,Department_Group_2,Yes,51,Yes,Intermediate,Fixed,Data-Science,Medium,Workshop,65,77,46,9,2,Job Level_Group_4,Bachelor,Low,4120,Yes,Both,Work Position_Group_2,Team Size_Group_4
Female,19,Married,Full-Time,Night,Location_Group_5,20,Private,Good,Department_Group_1,No,26,Yes,Intermediate,Fixed,UI-Design,Medium,Workshop,54,65,105,5,1,Job Level_Group_4,Diploma,Low,3843,No,,Work Position_Group_2,Team Size_Group_4
Male,43,Single,Full-Time,Flexible,Location_Group_4,20,Private,Good,Department_Group_1,Yes,31,Yes,Basic,Fixed,Management,Medium,,30,30,0,3,7,Job Level_Group_1,PhD,Very High,1381,No,,Work Position_Group_1,Team Size_Group_1
Male,36,Single,Full-Time,Flexible,Location_Group_4,31,Public,Good,Department_Group_9,No,37,No,Intermediate,Percentage,UX-Design,Medium,In-Person,57,71,64,3,6,Job Level_Group_2,PhD,Very High,718,Yes,Both,Work Position_Group_1,Team Size_Group_5
Female,21,Single,Remote,Night,Location_Group_6,4,Private,Average,Department_Group_8,Yes,45,Yes,Basic,Percentage,Business Strategy,Medium,Online,30,46,29,3,2,Job Level_Group_4,Bachelor,Low,3963,No,,Work Position_Group_2,Team Size_Group_4
Male,19,Married,Contract,Night,Location_Group_1,40,Public,Poor,Department_Group_4,Yes,58,No,Basic,Percentage,Data-Science,Low,Workshop,51,67,50,9,1,Job Level_Group_4,Diploma,Low,503,Yes,Both,Work Position_Group_2,Team Size_Group_4
Female,35,Married,Remote,Flexible,Location_Group_7,20,Private,Poor,Department_Group_5,Yes,28,Yes,Intermediate,Fixed,Customer-Relation,High,In-Person,46,64,119,2,7,Job Level_Group_1,PhD,Medium,4354,Yes,Health,Work Position_Group_1,Team Size_Group_11
Male,31,Married,Part-Time,Night,Location_Group_2,25,Private,Poor,Department_Group_9,No,37,No,Intermediate,Fixed,Sale,Low,Workshop,50,63,55,5,6,Job Level_Group_2,PhD,Very High,588,No,,Work Position_Group_2,Team Size_Group_4
Male,42,Single,Remote,Day,Location_Group_2,27,Private,Poor,Department_Group_9,No,41,No,Advanced,Percentage,Customer-Relation,High,,63,63,0,5,8,Job Level_Group_1,PhD,Very High,794,No,,Work Position_Group_1,Team Size_Group_6
Male,37,Married,Contract,Night,Location_Group_5,18,Public,Average,Department_Group_7,Yes,57,No,Intermediate,Percentage,Sale,High,In-Person,76,94,109,7,5,Job Level_Group_2,PhD,High,1317,Yes,Life,Work Position_Group_2,Team Size_Group_4
